Reference,Alternative Reference,Application Received,Application Validated,Address,Proposal,Status,Decision,Decision Issued Date,Appeal Status,Appeal Decision 
S/HOU/21/0248,PP-09494074,Fri 05 Feb 2021,Fri 05 Feb 2021,8 Whiteman Street Gorse Hill Swindon SN2 1BN,Erection of a summer house - Retrospective.,Application Granted,Granted Permission,Thu 15 Apr 2021,Unknown,Not Applicable
S/HOU/21/0240,PP-09489905,Fri 05 Feb 2021,Wed 24 Feb 2021,72 Upham Road Old Walcot Swindon SN3 1DN,Erection of a first floor side extension and single storey front extension and conversion of garage into living accommodation.,Application Granted,Granted Permission,Tue 06 Apr 2021,Unknown,Not Applicable
S/COND/21/0236,PP-09475148,Thu 04 Feb 2021,Wed 24 Feb 2021,Phase 3 Badbury Park - Parcel P10 Land At Commonhead Swindon,"Discharge of conditions 14 (surface water drainage), 15 (noise levels), 22 (bat survey), and 23 (badger survey) from Outline Planning Permission S/20/0233 (phase 3 Badbury Park) insofar as they relate to parcel 10",Unknown,Conditions Partially Discharged,Mon 12 Apr 2021,Unknown,Not Applicable
S/COND/21/0228,PP-09463697,Thu 04 Feb 2021,Thu 04 Feb 2021,New Eastern Villages Southern Connector Road Swindon,"Discharge of condition 3 (Construction Phasing Plan), 4 (Construction Method Statement), 5 (Construction and Environmental Management Plan), 7 (Landscape Scheme), 11 (Landscape and Ecological Management Plan), 17 (Written Scheme of Investigation), 18 (Archaeological Mitigation Strategy), 19 (Archaeological Management Plan) and 20 (Surface Water Drainage Scheme) from previous permission S/20/1538.",Unknown,Conditions Partially Discharged,Tue 27 Apr 2021,Unknown,Not Applicable
S/LDP/21/0295,Not Applicable,Thu 04 Feb 2021,Thu 04 Feb 2021,33 Trecastle Road Swindon SN1 7BU,Certificate of Lawfulness (proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Thu 01 Apr 2021,Unknown,Not Applicable
S/HOU/21/0227,PP-09485249,Thu 04 Feb 2021,Thu 04 Feb 2021,16 Canberra Road Wroughton Swindon SN4 0TG,Installation of 4 no. roof lights to create rooms in roofspace,Application Granted,Granted Permission,Fri 16 Apr 2021,Unknown,Not Applicable
S/COND/21/0230,PP-09483326,Thu 04 Feb 2021,Thu 04 Feb 2021,New Eastern Villages Southern Connector Road Swindon,Discharge of condition 13 (Ecological Mitigation Strategy for ground nesting birds) from previous permission S/20/1538.,Conditions Discharged,Conditions Discharged,Tue 27 Apr 2021,Unknown,Not Applicable
S/HOU/21/0234,PP-09489064,Thu 04 Feb 2021,Thu 04 Feb 2021,330 Marlborough Road Swindon SN3 1NP,"Erection of a first floor side extension and front dormer, two storey rear extension incorporating a basement and balcony, conversion of garage into habitable space, and front porch",Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/COND/21/0229,PP-09482845,Thu 04 Feb 2021,Thu 04 Feb 2021,New Eastern Villages Southern Connector Road Swindon,Discharge of condition 9 (Tree and vegetation protection) from previous permission S/20/1538.,Conditions Discharged,Conditions Discharged,Tue 27 Apr 2021,Unknown,Not Applicable
S/HOU/21/0320,Not Applicable,Wed 03 Feb 2021,Thu 04 Feb 2021,37 Marlborough Road Swindon SN3 1PH,Erection of a single storey side/rear extension.,Application Granted,Granted Permission,Tue 13 Apr 2021,Unknown,Not Applicable
S/HOU/21/0217,PP-09476786,Tue 02 Feb 2021,Tue 16 Feb 2021,18 Wheeler Avenue Stratton St Margaret Swindon SN2 7HH,Erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 16 Apr 2021,Unknown,Not Applicable
S/HOU/21/0208,PP-09476497,Mon 01 Feb 2021,Mon 01 Feb 2021,18 Highclere Avenue Lawn Swindon SN3 1HB,Erection of a single storey side/rear extension.,Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/TPO/21/0284,Not Applicable,Mon 01 Feb 2021,Fri 19 Feb 2021,Broome Manor Lane To The Rear Of 5 Leverton Gate Broome Manor Swindon,Works to tree within TPO (No. 52) 2009.,Application Granted,Granted Permission,Thu 22 Apr 2021,Unknown,Not Applicable
S/TPO/21/0198,PP-09472186,Sun 31 Jan 2021,Sun 31 Jan 2021,Perriton 7 Oak Drive Highworth Swindon SN6 7BP,Works to trees within Highworth RDC 1973.,Application Granted,Granted Permission,Thu 08 Apr 2021,Unknown,Not Applicable
S/TC/21/0191,PP-09389948,Fri 29 Jan 2021,Fri 12 Feb 2021,Telecommunications Mast Tadpole Farm Tadpole Lane Blunsdon St Andrew Swindon,"Installation of a 20-metre-high telecommunications monopole supporting 6no. antenna apertures and 3no. transmission dishes, plus the installation of 4no. additional equipment cabinets and 1no. meter cabinets, and associated works.",Application Granted,Granted Permission,Wed 07 Apr 2021,Unknown,Not Applicable
S/21/0197,PP-09469472,Fri 29 Jan 2021,Fri 29 Jan 2021,Unit 1 Westmead Drive Westmead Industrial Estate Swindon SN5 7YT,Erection of a detached storage unit.,Application Granted,Granted Permission,Tue 13 Apr 2021,Unknown,Not Applicable
S/HOU/21/0192,PP-09467988,Fri 29 Jan 2021,Fri 12 Feb 2021,5 New Road Chiseldon Swindon SN4 0LX,Erection of a two storey rear extension.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0176,PP-09457269,Wed 27 Jan 2021,Tue 09 Feb 2021,613 Queens Drive Swindon SN3 1AY,Construction of vehicle access and resurfacing of front garden to provide a driveway.,Unknown,Permission Refused,Tue 06 Apr 2021,Unknown,Not Applicable
S/AMEND/21/0151,PP-09210268,Fri 22 Jan 2021,Thu 04 Feb 2021,Symmetry Park (Phase 6) Shrivenham Road South Marston Swindon,"Non-material minor amendments to permission S/19/1891, Erection of storage or distribution building (use class B8), ancillary buildings, offices, landscaping, vehicular parking, bus depot, creation of 2no. passenger vehicle accesses and associated works involving changes to plans listed in condition 2 regarding changes to the details of the footprint and elevations of the Sprinkler Pump House.",Application Granted,Granted Permission,Fri 09 Apr 2021,Unknown,Not Applicable
S/HOU/21/0140,PP-09437771,Wed 20 Jan 2021,Wed 20 Jan 2021,2 Cambria Cottages Old Vicarage Lane South Marston Swindon SN3 4SN,Erection of a single storey side extension.,Application Withdrawn,Application Withdrawn,Tue 20 Apr 2021,Unknown,Not Applicable
S/HOU/21/0220,Not Applicable,Wed 20 Jan 2021,Wed 20 Jan 2021,118 Ruskin Avenue Stratton St Margaret Swindon SN2 7NF,Erection of a porch to front.,Application Granted,Granted Permission,Mon 19 Apr 2021,Unknown,Not Applicable
S/HOU/21/0190,Not Applicable,Mon 18 Jan 2021,Fri 29 Jan 2021,Saracens Turnball Chiseldon Swindon SN4 0LH,"Erection of a single storey rear extension, 2no. velux windows to front and rear, reposition of garden wall and rendering of garage walls.",Unknown,Permission Refused,Thu 01 Apr 2021,Unknown,Not Applicable
S/21/0112,PP-09429238,Mon 18 Jan 2021,Thu 18 Feb 2021,Rodbourne Cheney Primary School The Broadway Moredon Swindon SN25 3BN,Erection of a block of 4no. pre-fabricated toilets.,Application Granted,Granted Permission,Thu 15 Apr 2021,Unknown,Not Applicable
S/HOU/21/0111,PP-09427665,Mon 18 Jan 2021,Mon 18 Jan 2021,7 Titchfield Close Grange Park Swindon SN5 6HS,Erection of a single storey rear extension and conversion of garage into habitable space.,Application Granted,Granted Permission,Wed 21 Apr 2021,Unknown,Not Applicable
S/TWC/21/0180,Not Applicable,Fri 15 Jan 2021,Fri 15 Jan 2021,Streetside Front Lane Blunsdon Swindon SN26 7BJ,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Wed 14 Apr 2021,Unknown,Not Applicable
S/COND/21/0089,PP-09411243,Tue 12 Jan 2021,Tue 12 Jan 2021,Land At Science Museum Red Barn Lane Wroughton Swindon SN4 9NS,Discharge of condition 13 from Planning Application S/18/1223 - Variation of Condition 6 (Construction Traffic Management Plan) from previous permission S/18/1223.,Unknown,Conditions Partially Discharged,Thu 22 Apr 2021,Unknown,Not Applicable
S/COND/21/0016,PP-09382257,Tue 12 Jan 2021,Tue 12 Jan 2021,Land North Of Kingsdown Road & West Of Catsbrain Farm Swindon SN3 4TD,"Discharge of conditions 4, 6, 7 and 10 following planning permission S/17/0979 for the erction of 30MW battery storage barn (sui generis), creation of new access from Kingsdown Road and associated works.",Conditions Discharged,Conditions Discharged,Tue 20 Apr 2021,Unknown,Not Applicable
S/LDP/21/0168,Not Applicable,Mon 11 Jan 2021,Fri 19 Mar 2021,60 Clifton Street Kingshill Swindon SN1 3PY,Certificate of lawfulness (Proposed) for the erection of a dormer window to rear.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0153,Not Applicable,Thu 07 Jan 2021,Fri 22 Jan 2021,37 Cleeve Lawns Lawn Swindon SN3 1LE,"Conversion of garage into habitable space, single storey side extension, erection of dormer window to side and installation of solar panels to other side of roof.",Application Granted,Granted Permission,Thu 08 Apr 2021,Unknown,Not Applicable
S/HOU/21/0137,Not Applicable,Wed 06 Jan 2021,Thu 25 Feb 2021,248 Croft Road Swindon SN1 4RW,Erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 21 Apr 2021,Unknown,Not Applicable
S/HOU/21/0120,Not Applicable,Wed 30 Dec 2020,Mon 08 Feb 2021,9 Bampton Grove Old Walcot Swindon SN3 1BS,Erection of a two/ single storey rear extension.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/20/1710,PP-09365860,Tue 29 Dec 2020,Fri 05 Feb 2021,Tricklebrook Church Lane Bishopstone Swindon SN6 8PY,Erection of a detached outbuilding.,Application Granted,Granted Permission,Tue 13 Apr 2021,Unknown,Not Applicable
S/RES/20/1689,PP-09317472,Wed 23 Dec 2020,Wed 23 Dec 2020,Noise Bund Wichelstowe Southern Access Wichelstowe Swindon,Construction of an acoustic bund north of the M4 - Reserved Matters from previous permission S/13/1524.,Unknown,Reserved Matters Approved,Thu 15 Apr 2021,Unknown,Not Applicable
S/21/0106,Not Applicable,Wed 23 Dec 2020,Fri 22 Jan 2021,7 Commercial Road Swindon SN1 5NF,Erection of a two storey rear extension to form 2no. self-contained flats and alterations to existing rear flat.,Unknown,Permission Refused,Fri 23 Apr 2021,Unknown,Not Applicable
S/LDE/21/0096,Not Applicable,Wed 23 Dec 2020,Fri 05 Feb 2021,11 - 13 Cambria Bridge Road Swindon SN1 5LH,Certificate of lawfulness (Existing) for the change of use from 5no. flats to 7no. flats.,Application Granted,Granted Permission,Mon 19 Apr 2021,Unknown,Not Applicable
S/20/1650,PP-09327313,Thu 17 Dec 2020,Thu 17 Dec 2020,BMW Plant Swindon Bridge End Road Stratton St Margaret Swindon SN3 4PE,Erection of a logistics hall and supporting equipment areas.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/20/1644,PP-09324450,Wed 16 Dec 2020,Wed 16 Dec 2020,7 Eastcott Hill Swindon SN1 3JG,Formation of new front entrance to basement.,Application Granted,Granted Permission,Tue 13 Apr 2021,Unknown,Not Applicable
S/20/1713,Not Applicable,Wed 16 Dec 2020,Wed 17 Feb 2021,3 Elmore Eldene Swindon SN3 3TL,Demolition of existing bungalow and erection of 2no. detached dwellings and associated works.,Application Granted,Granted Permission,Tue 13 Apr 2021,Unknown,Not Applicable
S/COND/20/1618,PP-09337070,Fri 11 Dec 2020,Fri 11 Dec 2020,Trinity Park Hillmead Drive Swindon,Discharge of condition 17 (Surface Water Drainage) from previous permission S/18/1697 (retrospective).,Conditions Discharged,Conditions Discharged,Wed 28 Apr 2021,Unknown,Not Applicable
S/HOU/20/1682,Not Applicable,Fri 11 Dec 2020,Fri 11 Dec 2020,86 Bath Road Old Town Swindon SN1 4AY,Erection of a single storey rear extension and replacement detached garage/store.,Application Granted,Granted Permission,Thu 01 Apr 2021,Unknown,Not Applicable
S/HOU/20/1577,PP-09321581,Mon 07 Dec 2020,Mon 07 Dec 2020,25 Davenwood Stratton St Margaret Swindon SN2 7LL,Erection of a first floor side extension.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/LDE/20/1636,Not Applicable,Wed 02 Dec 2020,Thu 25 Feb 2021,41 Windmill Piece Chiseldon Swindon SN4 0NY,Certificate of lawfulness (Existing) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 21 Apr 2021,Unknown,Not Applicable
S/COND/20/1449,PP-09090133,Thu 05 Nov 2020,Thu 05 Nov 2020,Former Oakfield Campus Marlowe Avenue Swindon,"Discharge of condition 10 (Facing Materials) from Planning Permission S/19/0192 - Erection of 239no. dwellings and community hub building (Class D1/B1(a) uses) including public open space, play facilities, car parking, landscaping and associated works.",Conditions Discharged,Conditions Discharged,Mon 26 Apr 2021,Unknown,Not Applicable
S/HOU/20/1451,Not Applicable,Fri 30 Oct 2020,Fri 29 Jan 2021,14 Chicory Close Pembroke Park Swindon SN2 2QA,Erection of a detached garage to side.,Application Granted,Granted Permission,Tue 06 Apr 2021,Unknown,Not Applicable
S/20/1426,Not Applicable,Tue 27 Oct 2020,Tue 27 Oct 2020,Land At 31 Bridge End Road Stratton St Margaret Swindon SN3 4PD,Erection of a dwelling.,Application Withdrawn,Application Withdrawn,Fri 16 Apr 2021,Unknown,Not Applicable
S/20/1402,PP-09194651,Mon 26 Oct 2020,Tue 03 Nov 2020,94A 94 Victoria Road Old Town Swindon SN1 3BD,Change of use from offices (use class B1(a)) to residential flat (use class C3).,Application Granted,Granted Permission,Thu 29 Apr 2021,Unknown,Not Applicable
S/20/1396,PP-09184940,Fri 23 Oct 2020,Fri 23 Oct 2020,Swedish House 2 The Forty Bishopstone Swindon SN6 8PQ,Erection of two storey front extension and replacement porch without compliance with condition 4 from previous permission S/HOU/20/0499.,Application Granted,Granted Permission,Thu 01 Apr 2021,Unknown,Not Applicable
S/20/1385,PP-09178427,Thu 22 Oct 2020,Thu 03 Dec 2020,West Car Park North Swindon District Centre Abbey Meads Swindon,Change of use of twelve car parking spaces to a waterless hand car wash and valeting operation with associated canopy and portacabin.,Application Granted,Granted Permission,Fri 16 Apr 2021,Unknown,Not Applicable
S/COND/20/1290,PP-09088084,Wed 07 Oct 2020,Wed 07 Oct 2020,Former Oakfield Campus Marlowe Avenue Swindon,"Discharge of conditions 5 ( Scheme of Landscaping), 8 (Boundary Treatment) and 9 (Hard Landscaping) from previous permission S/19/0192.",Conditions Discharged,Conditions Discharged,Mon 26 Apr 2021,Unknown,Not Applicable
S/COND/20/1227,PP-09062653,Wed 23 Sep 2020,Wed 23 Sep 2020,Former Oakfield Campus Marlowe Avenue Swindon,Discharge of condition 7 (Wheelchair User Schedule) and 14 (Ambient Noise Levels) from previous permission S/19/0192.,Conditions Discharged,Conditions Discharged,Fri 30 Apr 2021,Unknown,Not Applicable
S/COND/20/1061,PP-08940939,Thu 20 Aug 2020,Thu 20 Aug 2020,Former Oakfield Campus Marlowe Avenue Swindon,"Discharge of condition 12 from Planning Permission S/19/0192 - Erection of 239no. dwellings and community hub building (Class D1/B1(a) uses) including public open space, play facilities, car parking, landscaping and associated works.",Conditions Discharged,Conditions Discharged,Mon 26 Apr 2021,Unknown,Not Applicable
S/20/0993,PP-08974622,Tue 11 Aug 2020,Tue 11 Aug 2020,Land Adjacent To 143 Penhill Drive Penhill Drive Penhill Swindon,Erection of 2no. flats and associated works.,Application Granted,Granted Permission,Thu 29 Apr 2021,Unknown,Not Applicable
S/HOU/20/0904,PP-08916051,Wed 22 Jul 2020,Thu 13 Aug 2020,33 Grove Hill Highworth Swindon SN6 7JL,Erection of a single storey rear extension and detached garage.,Application Granted,Granted Permission,Tue 27 Apr 2021,Unknown,Not Applicable
S/20/0839,PP-08866187,Thu 09 Jul 2020,Thu 09 Jul 2020,Uk Life Centre Station Road Swindon SN1 1EL,Alterations to building exterior.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/20/0802,PP-08759438,Thu 02 Jul 2020,Fri 24 Jul 2020,6 Devereux Close Grange Park Swindon SN5 6HE,Erection of a single storey garden building for use as a beauty room (retrospective.),Application Granted,Granted Permission,Tue 06 Apr 2021,Unknown,Not Applicable
S/20/0135,Not Applicable,Wed 29 Jan 2020,Thu 18 Jun 2020,19E & 20 Regent Street Swindon SN1 1JL,"Alterations to ground floor retail units (A1 use), change of use of first and second floors and erection of extension plus alterations to form 12no. flats and associated works.",Application Granted,Granted Permission,Wed 21 Apr 2021,Unknown,Not Applicable
S/19/1755,Not Applicable,Wed 27 Nov 2019,Wed 27 Nov 2019,Land East Of Berricot Lane Badbury Swindon Wilts,Erection of 11 no. dwellings and associated works.,Unknown,Permission Refused,Mon 19 Apr 2021,Unknown,Not Applicable
S/18/1160,PP-07071446,Thu 21 Jun 2018,Wed 18 Jul 2018,Land At Badbury House Farm Badbury Lane Badbury Swindon SN4 0EU,Erection of 5no. dwellings with parking and associated works.,Application Granted,Granted Permission,Thu 22 Apr 2021,Unknown,Not Applicable
S/VENDOR/21/0441,Not Applicable,Tue 09 Mar 2021,Tue 09 Mar 2021,63 Risingham Mead Westlea Swindon SN5 7AZ,Vendor consent for the erection of a single storey rear kitchen extension.,Vendor Consent Issued,Vendor Consent Issued,Tue 09 Mar 2021,Unknown,Not Applicable
S/TWC/21/0434,Not Applicable,Mon 01 Mar 2021,Mon 01 Mar 2021,1 Sheep Street Highworth Swindon SN6 7AA,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Mon 15 Mar 2021,Unknown,Not Applicable
S/VENDOR/21/0350,Not Applicable,Thu 25 Feb 2021,Tue 02 Mar 2021,3 Draycott Close Park North Swindon SN3 2RN,Retrospective vendor consent for double glazed windows.,Vendor Consent Issued,Vendor Consent Issued,Tue 02 Mar 2021,Unknown,Not Applicable
S/21/0308,PP-09510573,Fri 19 Feb 2021,Wed 10 Mar 2021,Land At Prospect Place Prospect Place Old Town Swindon SN1 3ET,Relocation of refuse store to rear of 121 Victoria Road.,Application Withdrawn,Application Withdrawn,Wed 24 Mar 2021,Unknown,Not Applicable
S/PHOU/21/0270,PP-09512207,Thu 11 Feb 2021,Thu 11 Feb 2021,36 Trecastle Road East Wichel Wichelstowe Swindon SN1 7BU,"Prior Approval Notification for the erection of a single storey rear extension measuring 3.8m (from original rear wall), 3.7m (maximum height) and 2.9m (height to eaves).",Unknown,Prior Approval not required,Thu 25 Mar 2021,Unknown,Not Applicable
