,Name,Website,Address,Phone Number,Social Page,Social Page,Facilities and Capacity,Price Pdf link
796,The Peninsula Club, ,"19101 Peninsula Club Dr Cornelius, North Carolina, 28031",7048967080, , ,"The Peninsula Club can accommodate up to 300 people for a large wedding event, but they are happy to help organize smaller, more intimate events as well. No matter what you are planning, the venue features an elegant clubhouse with amazing panoramic views of Lake Norman. The Lakeside Room is also perfect for smaller gatherings, and the very spacious Ballroom can accommodate a much larger crowd. With the help of the Catering Director and professional staff, you have lots of freedom to design an event that is uniquely you.", 
797,Sawyer Family Farmstead, ,"240 Chimney Pond Rd Glenville, NC, 28736",8287435456,http://www.facebook.com/SawyerFamilyFarmstead,https://twitter.com/SFarmstead,,https://cdn0.weddingwire.com/solic/7/8/9/0/9/4/pricing-50161b226fd0dae4_2022-2.pdf
798,Dressler's Restaurant, ,"1100-E Metropolitan Ave Ste 125-E Charlotte, NC, 28204",7049096295, , , , 
799,Green Gables Farm, ,"2173 Wilkesboro Highway Statesville, NC, 28625",704-492-7817,https://www.facebook.com/greengablesfarms/timeline,https://www.instagram.com/greengablesfarms/,Facilities and Capacity,https://cdn0.weddingwire.com/solic/0/4/1/6/3/7/pricing-50161005fbdccd01_ggf-2021-pricing.pdf
800,Vineland Station, ,"701 S Madison Street Whiteville, NC, 28472",9108402928,https://www.facebook.com/vinelandstationnc/?ref=hl, , , 
801,Warehouse 18 Venues, ,"18 2nd St SE Hickory, NC, 28602",8283200037,https://www.facebook.com/warehouse18venues/,https://www.instagram.com/warehouse18venues, ,https://cdn0.weddingwire.com/solic/2/7/5/4/4/9/pricing-50961e5c0434f7d9_pricing-full-day-2022-docx.pdf
802,Mountain View Farm Event Barn, ,"1409 W. Stagecoach Trail Lawndale, North Carolina, 28090",704-472-9644,https://www.facebook.com/mvfarm.barnevents/,https://http//instagram.com/mountainviewfarmeventbarn,"Mountain View Farm Event Barn opened in May 2017, and we are entering our fifth year of weddings and events. We are proud to be the 2018, 2019, 2020, & 2021 Best of the Best Wedding Venue in Cleveland County! We currently have a few summer dates remaining in 2022, and are booking for 2023.", 
803,The Pond at Lazy O Farm, ,"403 Old Olive Road Smithfield, NC, 27577",9199341132,https://www.facebook.com/The-Pond-at-Lazy-O-Farm-1855038614762199/, ,Facilities and Capacity, 
804,The Willow House and Social Barn, ,"267 Nelson Drive Maggie Valley, NC, 28751",8284000600,https://www.facebook.com/willowhouseweddings/,https://www.instagram.com/willowhouseevents/,"Nature's Bounty, our groom's cabin provides lodging for up to 8 guests. It offers 2 bedrooms and a spacious loft with sleeper sofa right on the creek. The guys can relax in the hot tub or compare fish stories around the fire pit!", 
805,The Laurel Room at High Vista, ,"88 Country Club Rd Mills River, NC, 28759",8284582669,https://www.facebook.com/highvistaweddings/?ref=aymt_homepage_panel&eid=ARAjFE0HUkwtmcVIJEjHwJ3Ai-8MJzedMPe2tII0E_TKWiYU3-8HdHyEXLpgh0_A530-e868auv-edRv,https://www.instagram.com/highvistaevents, , 
806,Twin Mills Club, ,"310 Exploration Blvd Denver, NC, 28037",7045858780, , ,Facilities and Capacity, 
807,Cedar Creek Ranch Weddings & Events, ,"7115 Sims Road Waxhaw, NC, 28173",7044589850,http://www.facebook.com/cedarcreekranchnc,https://www.instagram.com/cedarcreekranchweddings/,, 
808,QC Dance, ,"8514 Park Rd Charlotte, NC, 28210",7049007060,https://www.facebook.com/QueenCityDanceStudio/?ref=page_internal,https://twitter.com/queencitydance,"QC Dance is a large venue that can welcome parties of up to 300 guests, ensuring that no one need miss out on the fun. There is 5,368 square feet available with a large dance floor and charming chandeliers hanging overhead. The ballroom’s restrained style invites couples to think creatively when planning their event and add their own decor touches. Accent lighting finishes the effect, creating an intimate party tone.There is a large catering kitchen adjacent to the main space. Get-ready rooms are available for the wedding party’s use in the run up to the event. There is even an old-time style popcorn machine available for the use of guests. Furniture, such as tables and chairs, is included with the rental of the venue. There is parking available on site.", 
809,Omni Charlotte Hotel, ,"132 E Trade St Charlotte, NC, 28202",7044144812, , ,"There are numerous indoor and outdoor event spaces at The Omni Charlotte Hotel. You can choose to say ""I do"" in the manicured gardens, with a ceremony site located at the Rock House by the picturesque pond. Guests can enjoy cocktail hour on the Hill Country Lawn while you explore the grounds for photographs. Afterward, receptions are held in either the Grand Ballroom or the Pomodoro Room. The Grand Ballroom is characterized by lofty ceilings, opulent chandeliers, and plush interiors. There is plenty of space for dinner and dancing and this room has a capacity for 450 guests. The Pomodoro Room is perfect for more intimate occasions of up to 80 loved ones. Floor-to-ceiling windows offer panoramic views of the cityscape. This space is suitable for pre-wedding rehearsal dinners, private dinner parties, and micro weddings. During their stay, your friends and family can relax on the outdoor pool deck and explore the city's many attractions. The Coin Bar and Trade Restaurant and Bar are ideal for a meal and cocktails before and after your special day. A snapshot of services provided at this hotel include:", 
810,Levine Museum of the New South, ,"200 E 7th Street Charlotte, NC, 28202",7043331887,https://www.facebook.com/LevineMuseum/info#!/LevineMuseum,https://twitter.com/LevineMuseum,"Couples can book the entire Levine Museum for grand affairs or rent out individual spaces for more intimate gatherings. The Lobby features dramatic glass windows and a grand staircase perfect for a stunning entrance or cocktail hour. The Sally Dalton Robinson Atrium boasts high ceilings, skylights and a wooden dance floor. Additional spaces can be rented for more intimate gatherings or for additional event space, including Harris Hall, the Dowd Board Room, Turner Conference Center and the Balcony Landing.", 
811,The Gazebo at Sunset Ridge Buffalo Farm, ,"465 Yarbrough Road Roxboro, NC, 27574",336-599-1297,http://facebook.com/sunset.ridge.buffalo.farm, , ,https://cdn0.weddingwire.com/solic/8/9/7/9/1/5/pricing-1511733675-f9cdf223cfaca4be-Worksheet2017weddings.pdf
812,The Village Arboretum, ,"395 Magnolia Road Pinehurst, NC, 28374",9102951900, , ,"If you're looking for picturesque views and wide open spaces, the Pergola Garden and the Magnolia Garden are sure to please. Both are semi-enclosed gardens perfect for an intimate outdoor wedding ceremony.", 
813,Holiday Inn Charlotte University, ,"8520 University Executive Park Drive Charlotte, NC, 28262",7043195187,http://www.facebook.com/HolidayInnCharlotteUniversity,https://www.pinterest.com/holidayinncharlotteuniversity/,"Accommodation
Holiday Inn Charlotte University offers a courtesy room block for your guests at a reduced price. There are 174 guestrooms to choose between, each with complimentary Wi-Fi. All of their rooms come with a refrigerator, microwave, coffee maker, air conditioning and more. Your friends and family will have access to their fitness center, seasonal outdoor pool, on-site restaurant and shuttle within a five-mile radius.

Other Services
In addition to hosting your wedding, this Southern venue is also happy to host your rehearsal dinner. Additional events they will hold include:",https://cdn0.weddingwire.com/solic/1/9/1/5/5/6/pricing-1523470233-53092ff77d208222-1523470124-8d80dc73b9adca57-1523469075-4c70cb8648106811-HICU_2017_We.pdf
814,Magnolia Woods, ,"12125 Statesville Rd Huntersville, North Carolina, 28078",7042749303,https://http//www.facebook.com/magnoliawoods,https://www.pinterest.com/magnolia_woods/pins/,Facilities and Capacity, 
815,The Schiele Museum of Natural History, ,"1500 E. Garrison Blvd. Gastonia, NC, 28054",7048666908, , , ,https://cdn0.weddingwire.com/solic/2/9/4/5/6/7/pricing-1435256400-5b7e0609a4325f85-Venue_Price_List.pdf
816,Windy Hill Farm, ,"1319 Carr Store Rd Cedar Grove, NC, 27231",9194394638,https://www.facebook.com/visitwindyhill,https://pinterest.com/visitwindyhill, ,https://cdn0.weddingwire.com/solic/3/7/4/5/3/9/pricing-501601dc59b77cfd_windy-hill-farm-wedding-investment-guide-2021-22.pdf
817,Heritage Acres, ,"6338 Walter Wright Road Pleasant Garden, NC, 27313",3364043829, , ,Facilities and Capacity, 
818,Board & Batten, ,"964 Marvin Hedrick Road Lexington, NC, 27292",3367938710, , , , 
819,Country Club of Landfall, ,"800 SUN RUNNER PLACE Wilmington, North Carolina, 28405",9102568411,https://www.facebook.com/CCLevents,https://www.pinterest.com/countrycluboflandfall, , 
820,Charlotte Marriott SouthPark, ,"2200 Rexford Road Charlotte, NC, 28211",7049164064,https://www.facebook.com/CharlotteMarriottSouthPark, , , 
821,Daveste' Vineyards, ,"155 Lytton Farm Road Troutman, NC, 28166",7045283882,https://www.facebook.com/Daveste-Vineyards-298955910969/,https://twitter.com/,, 
822,DoubleTree by Hilton Atlantic Beach Oceanfront, ,"2717 West Fort macon Rd Atlantic Beach, NC, 28512",2522224010, , ,, 
823,Courtyard Charlotte Fort Mill, ,"1385 Broadcloth Street Fort Mill, SC, 29715",8035480156,https://www.facebook.com/CourtyardCharlotteFortMill/,https://www.instagram.com/courtyardfortmill/, ,https://cdn0.weddingwire.com/solic/4/9/5/1/5/9/pricing-1514398693-107131100b275374-Wedding_Reception_Packages.pdf
824,Century Gardens Wedding Venue, ,"904 Rogers Lake Road Kannapolis, NC, 28081",980-999-0072, , , , 
825,The Ivey's Hotel, ,"127 North Tryon St Charlotte, NC, 28202-7319",704.228.111,https://www.facebook.com/TheIveysHotel/,https://twitter.com/theiveyshotel,Facilities and Capacity, 
826,Grand Bohemian Asheville, ,"11 Boston Way Asheville, NC, 28803",(828) 505--2949,https://www.facebook.com/GrandBohemianHotelAsheville,https://www.instagram.com/grandbohemianasheville,Facilities and Capacity,https://cdn0.weddingwire.com/solic/0/5/3/2/8/1/pricing-35f3ecd888d76e_gba-wedding-brochure.pdf
827,Big Chill, ,"911 East Morehead Street Suite 100, Suite 100 Charlotte, NC, 28204",7043474447,https://www.facebook.com/Big-Chill-210106735682948/,https://www.pinterest.com/BigChillclt/,"Our facility is over 13,000 square feet with a 1,000 square foot dance floor and built-in stage to keep your guests dancing all night long, and our Fireside Lounge has a built-in bar and is the perfect space to gather your guests for a little mingling before heading into the reception area to get the celebration started!", 
828,Bear Lake Reserve, ,"412 Lake Forest Drive Tuckasegee, NC, 28783",8282937414,https://www.facebook.com/BearLakeReserve/?fref=ts,https://twitter.com/BearLakeNC,"There are a number of indoor and outdoor options when it comes to hosting your special day at Bear Lake Reserve. Mill Pond Pavilion is a self-contained rural timber cottage where outdoor receptions of up to 75 guests can be hosted in the vicinity of several serene ponds. With its sheltered pavilion, located beside the main building, there is extra room for guests to breathe in the fresh air while toasting your marriage. The Lake Club is a 14,000 square-foot location which is home to the Lakeview Wedding Lawn and Lakeside 54 Dining room - each of these settings can host 100 guests respectively. The Lake Club is also where The Point is located, a spacious room that can accommodate up to 200 people. Each area exudes a distinctive atmosphere, with a combination of interior and exterior charm. Depending on which site the couple opts for, white chairs and an elegant arch for the ceremony can be provided, while pristine white linens, flatware, sparkling glasses, and more can be laid out for the reception meal. A beautiful venue throughout the year, it looks most picturesque in the fall, with crunchy orange and brown leaves underfoot. Loved ones can enjoy a scenic stroll throughout the vast resort, including the many hiking trails and beautiful Bear Creek Park.", 
