Unnamed: 0,Name,City,Address,Phone Number,Venue Type,Capacity,Amenities
2536,Bar Sixtyfive,"New York, Manhattan","Midtown, Steinway, Red Hook, Manhattan","30 Rockefeller Plaza, 65th Floor 
New York, NY 10112, US","Restaurant, Cocktail Lounge", ,Great Views
2537,ARRIVE Memphis,Memphis,Downtown,"477 S Main St 
Memphis, TN 38103, US","Event Space, Hotel, Unique",Seated: 10,A/V Equipment
2538,Printer's Alley,"New York, Manhattan","Steinway, Red Hook, Garment District, Manhattan","215 West 40th Street 
New York, NY 10018, US",Restaurant, , 
2539,Glass and Vine,Miami,North Coconut Grove,"2820 McFarlane Road 
Miami, FL 33133, US",Restaurant, ,A/V Equipment
2540,El Segundo Sol,Las Vegas,The Strip,"3200 Las Vegas Blvd S. Suite 1144 
Las Vegas, NV 89109, US","Restaurant, Cocktail Lounge", , 
2541,7 Miles to Kingston,Kingston,," 506 N Marbletown Road 
Kingston, NY 12401, US","Event Space, Wedding Venue",Seated: 5,Ceremony Site
2542,2000 Main Events,Santa Monica,"West Los Angeles, Ocean Park","2000 Main Street  
Santa Monica, CA 90405, US",, , 
2543,Half Day Brewing,Lincolnshire,,"200 Village Green 
Lincolnshire, IL 600069, US",,Seated: 120, 
2544,Steel Hands Brewing,Cayce,,"2350 Foreman Street 
Cayce, SC 29033, US","Event Space, Brewery", ,Bar Packages
2545,Rock Bottom Restaurant & Brewery - Milwaukee,Milwaukee,Kilbourn Town,"740 N. Plankinton Avenue 
Milwaukee, WI 53203, US",Restaurant,Standing: 315,Full Bar
2546,Husk Savannah,Savannah,North Historic District,"12  West Oglethorpe Avenue 
Savannah, GA 31401, US",,Seated: 24,A/V Equipment
2547,Maya Del Sol,Oak Park,,"144 S. Oak Park Ave 
Oak Park, IL 60302, US",Restaurant, , 
2548,Fiesta Lanes,Tucson,,"501 W River Rd 
Tucson, AZ 85704, US",Bowling, , 
2549,Perry's Steakhouse & Grille - The Woodlands,The Woodlands,Sterling Ridge,"6700 Woodlands Parkway Suite #300 
The Woodlands, TX 77382, US",Restaurant, , 
2550,Aqimero,Philadelphia,"City Center West, Rittenhouse","10 Avenue of the Arts 
Philadelphia, PA 19102, US","Restaurant, Hotel", , 
2551,"Texas de Brazil Tacoma, WA",Tacoma,South Tacoma,"4502 South Steele Street 
Tacoma, WA 98409, US",Restaurant, ,Bar Packages
2552,The Showbox - AEG Presents,Seattle,"Downtown, International District","1426  1st Avenue 
Seattle, WA 98134, US",,Seated: 600, 
2553,La Saj Lebanese Bistro,Sterling Heights,,"13776 Southcove Dr 
Sterling Heights, MI 48313, US",,Seated: 100,A/V Equipment
2554,Electric Sugar Elopements,Las Vegas,,"10657 Oak Apple Avenue 
Las Vegas, NV 89144, US",Unique, , 
2555,StoneHurst at Hampton Valley,Hampton,,"119 Providence Turnpike 
Hampton, CT 06247, US","Event Space, Wedding Venue, Unique", ,A/V Equipment
2556,Sweet Auburn BBQ / Gezzo's West Coast Burritos,Atlanta,Poncey-Highland,"656 N. Highland Ave NE 
Atlanta, GA 30306, US",Restaurant, , 
2557,Tiny Boxwoods Austin,Austin,Windsor Road,"1503 West 35th St. 
Austin, TX 78703, US",,Seated: 24, 
2558,Francesca's Amici - Elmhurst,Elmhurst,,"174 N. York Road 
Elmhurst, IL 60126, US",Restaurant,Seated: 10, 
2559,Blue Smoke - Flatiron,"New York, Manhattan","Gramercy, Steinway, Red Hook, Manhattan, NoMad, Flatiron District","116  East 27th Street 
New York, NY 10016, US",,Seated: 140,Handicap Accessible
2560,Rock & Brews Downey,Downey,,"467 Stonewood St. 
Downey, CA 90241, US",,Seated: 100,Handicap Accessible
2561,Dallas BBQ - Broadway,"New York, Manhattan","College Point, Steinway, Washington Heights, Manhattan","3956 Broadway 
New York, NY 10032, US",, , 
2562,Proof Kitchen + Lounge,Waterloo,,"110 Erb Street West 
Waterloo, ON N2J 3S5, CA",, ,Full Bar
2563,Strongwater Events,Columbus,Franklinton,"401 W Town St 
Columbus, OH 43215, US",,Seated: 14,A/V Equipment
2564,a'Mare Sydney,Barangaroo,,"1 Barangaroo Avenue 
Barangaroo, NSW 2000, AU","Restaurant, Bar, Wedding Venue", ,A/V Equipment
2565,Harper & Rye,San Francisco,,"1695 Polk Street 
San Francisco, CA 94109, US","Event Space, Bar, Meeting Space, Wedding Venue, Catering, Cocktail Lounge", ,Bar Packages
2566,Edison Square,"5415 South Tacoma Way 
Tacoma, WA 98409, US",Tacoma,,"Restaurant, Catering",Seated: 200,A/V Equipment
2567,Amara Kitchen,"Los Angeles, Pasadena","Highland Park, South, South East","519 N Avenue 64 
Los Angeles, CA 90042, US",, , 
2568,Edwards House,Fort Collins,Old Town West,"402 W Mountain Avenue 
Fort Collins, CO 80521, US","Restaurant, Event Space, Other, Conference Center, Catering, Inn, Unique", , 
2569,Blue Prynt Restaurant & Bar,Sacramento,Downtown,"815 11th St. 
Sacramento, CA 95814, US",,Seated: 350, 
2570,Warren's Ale House,Wheaton,In-House Catering,"51 Town Square 
Wheaton, IL 60189, US",,Seated: 80,Handicap Accessible
2571,Shin Dig,San Francisco,Inner Sunset,"403 Irving St 
San Francisco, CA 94122, US",,Seated: 34,A/V Equipment
2572,El Pinto,Albuquerque,Alameda N Valley,"10500 4th Street NW 
Albuquerque, NM 87114, US",,Seated: 80,A/V Equipment
2573,Empire Room Omaha,Omaha,,"200  South 31st Avenue 
Omaha, NE 68131, US",,Seated: 350, 
2574,Proper 21 - F Street,Washington,Downtown,"1319 F Street NW 
Washington, DC 20004, US","Restaurant, Event Space, Cocktail Lounge",Standing: 500,Patio
2575,Donnelly Group Events,Vancouver,,"300-595 Hornby Street 
Vancouver, BC V6C 2E8, CA",Restaurant, , 
2576,Brock House Restaurant,Vancouver,,"3875 Point Grey Road 
Vancouver, BC V6R 1B3, CA","Restaurant, Wedding Venue",Standing: 280,Beachfront
2577,Groton Station House,Groton,,"20 Station Avenue 
Groton, MA 01450, US","Event Space, Meeting Space, Wedding Venue", ,Dance Floor
2578,Agave & Rye - Rookwood,Cincinnati,,"3825 Edwards Road 
Cincinnati, OH 45244, US",Restaurant, ,Arcade Games
2579,Char Restaurant - Memphis,Memphis,East Memphis-Colonial-Yorkshire,"431 S Highland St #120 
Memphis, TN 38111, US",Restaurant,Seated: 48,A/V Equipment
2580,Uncle Julio's - Brentwood,"Nashville, Brentwood","Crieve Hall, Southeast","209 Franklin Road 
Brentwood, TN 37027, US",,Seated: 75, 
2581,032 Uncle Julio's - Kildeer,Kildeer,,"20423 N. Rand Road 
Kildeer, IL 60074, US",,Seated: 60, 
2582,006 Uncle Julio's - Reston,Reston,,"1827 Library Street 
Reston, VA 20190, US",, , 
2583,Whiskey Row Tempe,Tempe,,"640 S Mill Ave 
Ste 120
Tempe, AZ 85281, US",,Seated: 150, 
2584,New Bohemia - Roseville,"Roseville, Saint Paul",In-House Catering,"2730  Snelling Avenue North 
Saint Paul, MN 55113, US",,Seated: 100,Handicap Accessible
2585,Catalyst Restaurant,Cambridge,Area Iv,"300  Technology Square 
Cambridge, MA 02139, US",,Seated: 270,A/V Equipment
2586,Buca di Beppo Mesa,Mesa,Central,"1730 South Val Vista Drive 
Mesa, AZ 85204, US",Restaurant, , 
2587,Buca di Beppo Westlake,Westlake,,"23575 Detroit Road 
Westlake, OH 44145, US",Restaurant, , 
2588,Reyes Mezcaleria,Orlando,Central Business District,"821 N Orange Ave 
Orlando, FL 32801, US",Restaurant, ,Flexible Floor Plan
2589,Canvas Event Venue,Orlando,,"1401 Florida Mall Ave 
Orlando, FL 32809, US",Event Space, ,A/V Equipment
2590,Foxy's Proper Pub,Austin,,"201 Brazos Street 
Austin, TX 78701, US",Restaurant, , 
2591, , , , , , , 
2592,La Provence Restaurant and Terrace,Roseville,Blue Oaks,"110 Diamond Creek Place 
Roseville, CA 95747, US","Restaurant, Event Space, Wedding Venue",Seated: 280,A/V Equipment
2593,Tavern at Graybarns,Norwalk,,"194 Perry Avenue 
Norwalk, CT 06850, US",Restaurant, , 
2594,Izakaya by Yanaga,Philadelphia,,"1832 Frankford Avenue 
Philadelphia, PA 19125, US",Restaurant, , 
2595,HELEN MILLS Event Space & Theater,"New York, Manhattan, Chelsea","Steinway, Red Hook, Chelsea, Manhattan","137-139 West 26th Street 
New York, NY 10001, US",Unique,Standing: 300, 
2596,Otium,Los Angeles,New Downtown,"222 S. Hope Street 
Los Angeles, CA 90012, US",Restaurant, , 
2597,Ocean Prime - New York,"New York, Manhattan","Midtown, Steinway, Red Hook, Manhattan","123 West 52 Street 
New York, NY 10019, US",Restaurant, ,Full Bar
2598,Smithy,Dallas,m Streets,"2927 N. Henderson Ave 
Dallas, TX 75206, US","Restaurant, Event Space, Wedding Venue, Catering, Cocktail Lounge, Entertainment, Unique",Seated: 8,A/V Equipment
2599,Union Street Public House,Alexandria,Old Town,"121 S. Union Street 
Alexandria, VA 22314, US",Restaurant, , 
2600,IPIC Pike & Rose,North Bethesda,In-House Catering,"11830 Grand Park Ave 
North Bethesda, MD 20852, US",, ,A/V Equipment
2601,CIA Restaurant Group,Hyde Park,,"1946 Campus Drive 
Hyde Park, NY 12538, US",Restaurant, , 
2602,San Pedro Elks Lodge,"Los Angeles, San Pedro","Harbor Gateway, San Pedro, Wilmington","1748 Cumbre Drive 
San Pedro, CA 90732 , US","Restaurant, Event Space", ,Bar Packages
2603,Whiskey Row Denver,Denver,,"1942 Market Street 
Denver, CO 80202, US","Restaurant, Bar",Seated: 324,Full Bar
2604,Agave & Rye - Troy,Troy,,"2 North Market Street 
Troy, OH 45373, US",Restaurant, ,Full Bar
2605,Continental Mid-town,Philadelphia,," 1801 Chestnut Street  
Philadelphia, PA 19103, US",Restaurant, , 
2606,Edwards House,Fort Collins,Old Town West,"402  West Mountain Avenue 
Fort Collins, CO 80521, US",,Seated: 60,Street Parking
2607,Omar's Kitchen,New York,,"29a Clinton Street 
New York, NY 10002, US",, , 
2608,Buca di Beppo Mira Mesa,San Diego,Mira Mesa,"10749 Westview Parkway 
San Diego, CA 92126, US",Restaurant, , 
2609,Buca di Beppo Seattle,Seattle,"Westlake, International District","701 Westlake Avenue N 
Seattle, WA 98109, US",Restaurant, , 
2610,ARRIVE Memphis,Memphis,Downtown,"477  South Main Street 
Memphis, TN 38103, US",,Seated: 36,A/V Equipment
2611,Presidio Officers' Club,San Francisco,Presidio,"50  Moraga Avenue 
San Francisco, CA 94129, US",,Seated: 160,A/V Equipment
2612,Beckrew Wine House,Houston,"Montrose, Spring Branch","2409 Alabama St 
Houston, TX 77098, US",,Seated: 90, 
2613,BLARNEY STONE,"Boston, Dorchester",South Dorchester,"1509 Dorchester Avenue 
Dorchester, MA 02122, US",Restaurant,Seated: 20, 
2614,Gravenstein Grill,Sebastopol,,"8050 Bodega Avenue 
Sebastopol, CA 95472, US",Restaurant,Standing: 250,Patio
2615,The Glass House Kitchen at Brick Bay,Snells Beach,,"17 Arabella Lane 
Snells Beach, AUK 0920, NZ","Restaurant, Vineyard, Unique",Seated: 60,Full Bar
2616,Beretta Divisadero,San Francisco,"Haight-Ashbury, North Panhandle","661 Divisadero Street 
San Francisco, CA 94117, US",Restaurant, , 
2617,Copper Vine Wine Pub,New Orleans,,"1001 Poydras Street 
New Orleans, LA 70112, US",, , 
2618,Viena Restaurant,Miami,,"Miami International Airport Hotel 7th Floor, NW 20th Street & Le Jeune Road 
Miami, FL 33122, US",Restaurant, ,Bar Packages
2619,Grana,Atlanta,"Morningside-Lenox Park, Morningside - Lenox Park","1835 Piedmont Ave NE 
Atlanta, GA 30324, US",Restaurant, , 
2620,Weeksville Heritage Center,"New York, Brooklyn","Bedford-Stuyvesant, Red Hook, Brooklyn, Crown Heights","158 Buffalo Avenue 
Brooklyn, NY 11213, US","Event Space, Wedding Venue, Entertainment, Unique", ,A/V Equipment
2621,Augusta Legends Club,Augusta,National Hills,"2701 Washington Road Suite 15 
Augusta, GA 30909, US","Restaurant, Entertainment, Golf Course", ,A/V Equipment
2622,Davio's Chestnut Hill,"Brookline, Newton, Chestnut Hill",Chestnut Hill,"The Street at Chestnut Hill 
Chestnut Hill, MA 02467, US",Restaurant, , 
2623,Beacon Tavern,Chicago,River North,"405 North Wabash Avenue 
Chicago, IL 60611, US",,Seated: 140, 
2624,5eleven Palafox,Pensacola,Downtown,"511 S. Palafox St. 
Pensacola, FL 32501, US","Event Space, Banquet Hall, Other, Meeting Space, Loft, Wedding Venue, Unique", ,A/V Equipment
2625,Antique Taco,Chicago,Wicker Park,"1360 Milwaukee Ave. 
Chicago, IL 60622, US",,Seated: 60,Street Parking
2626,023 Uncle Julio's - Loudoun,Ashburn,,"44703 Thorndike Street 
Ashburn, VA 20147, US",,Seated: 60, 
2627,Eataly NYC Flatiron,"New York, Manhattan","Steinway, Red Hook, Chelsea, Manhattan, Flatiron District","200 Fifth Ave   
New York, NY 10010, US",, , 
2628,IPIC Pike & Rose,North Bethesda,,"11830 Grand Park Ave 
North Bethesda, MD 20852, US","Restaurant, Event Space, Theatre, Other, Cocktail Lounge, Unique", ,A/V Equipment
2629,State of Confusion,Chattanooga,,"301  East Main Street 
Chattanooga, TN 37408, US",,Seated: 150,Outdoor Space
2630,Ice Rink,Las Vegas,The Strip,"3708 Las Vegas Boulevard South 
Las Vegas, NV 89109, US",, , 
2631,Walden Club,Chattanooga,City Center/Downtown,"633 chestnut street 
Chattanooga, TN 37450, US","Restaurant, Other, Cocktail Lounge", ,A/V Equipment
2632,Walden Club,Chattanooga,City Center/Downtown,"633 chestnut street 
Chattanooga, TN 37450, US","Restaurant, Other, Cocktail Lounge", ,A/V Equipment
2633,Walden Club,Chattanooga,City Center/Downtown,"633 chestnut street 
Chattanooga, TN 37450, US","Restaurant, Other, Cocktail Lounge", ,A/V Equipment
2634,Puttshack Atlanta,Atlanta,"Home Park, Atlantic Station","The Interlock 
Atlanta, GA 30318, US","Restaurant, Cocktail Lounge, Entertainment, Unique", ,A/V Equipment
2635,TTT - Silver Spring,Silver Spring,,"8407 Ramsey Ave. - Silver Spring MD 
Silver Spring, MD 20901, US",Restaurant, , 
2636,Distilled at The Sire Hotel,Lexington,"Southeastern Hills, Central Downtown, Idle Hour","120 West 2nd St, 
Lexington, KY 40507, US",,Seated: 110, 
2637,Howl at the Moon Milwaukee,Milwaukee,,"1103 North Doctor Martin Luther King Junior Drive 
Milwaukee, WI 53203, US","Bar, Entertainment, Night Club", ,A/V Equipment
2638,Catch-a-Fire Pizza,Cincinnati,Oakley,"3301 Madison Rd 
Cincinnati, OH 45209, US",Event Space, ,Flexible Floor Plan
2639,Cattlemens - Selma,Selma,,"1880 Art Gonzales Parkway 
Selma, CA 93662, US",Restaurant,Seated: 10,Full Bar
2640,"WeWork Tower Place 100, Atlanta",Atlanta,Buckhead,"3340 Peachtree Rd NE 
Atlanta, GA 30326, US",, ,A/V Equipment
2641,The Studio (Boulder),Boulder,East Boulder,"3550  Frontier Avenue 
Suite A2
Boulder, CO 80301, US",,Seated: 150,A/V Equipment
2642,The Eldred Preserve,Eldred,In-House Catering,"1040 State Route 55 
Eldred, NY 12732, US","Event Space, Wedding Venue",Seated: 100,Bar Packages
2643,Ray's on the River,Sandy Springs,,"6700 Powers Ferry Road 
Sandy Springs, GA 30339, US",Restaurant, , 
2644,Kiki on the River,Miami,Downtown,"450 NW North River Dr 
Miami, FL 33128, US",Restaurant,Standing: 350, 
2645,The Milestone - Boerne,Boerne,,"420 Upper Cibolo Creek Road 
Boerne, TX 78006, US","Wedding Venue, Unique", , 
2646,Chirnsides By The River,Werribee,,"Chirnside Park 
Werribee, VIC 3030, AU","Event Space, Conference Center", ,A/V Equipment
2647,The Studio (Boulder),Boulder,,"3550 Frontier Avenue 
Suite A2
Boulder, CO 80301, US","Event Space, Studio, Warehouse, Co-working Space",Seated: 150,A/V Equipment
2648,Perrine's Wine Shop,Atlanta,,"1168 Howell Mill Road Northwest 
Suite B
Atlanta, GA 30318, US","Event Space, Other, Unique", , 
2649,Moviehouse & Eatery - DFW-McKinney,McKinney,,"8450 SH 121 
McKinney, TX 75070, US",,Seated: 151, 
2650,Del Frisco's Grille Nashville,Nashville,"Eastwood, Crieve Hall, Bordeaux, West Meade, Woodbine, Charlotte Park, Rosebank","1201  Demonbreun Street 
Ste 104
Nashville, TN 37203, US",,Seated: 100,A/V Equipment
2651,Verdi Club,San Francisco,Mission,"2424 Mariposa St 
San Francisco, CA 94110, US",,Seated: 185,Handicap Accessible
2652,Le Coucou,"New York, Manhattan","Red Hook, Chinatown, Manhattan","138 Lafayette Street 
New York, NY 10013, US",, , 
2653,Fitler Club,Philadelphia,"City Center West, Rittenhouse","2400 Market Street 
Philadelphia, PA 19103, US",, , 
2654,Nexus Club,,,"1 Baha Mar Boulevard 
,  SP-64105, ",Resort, , 
2655,Automobile Driving Museum,"Los Angeles, El Segundo",,"610 Lairport Street 
El Segundo, CA 90245, US","Event Space, Other, Museum, Unique", , 
2656,WoodWind,Chicago,,"259 East Erie Street 
Chicago, IL 60611, US",, , 
2657,Alamo Drafthouse Lubbock - W Loop,Lubbock,,"120 W Loop 289 
Lubbock, TX 79416, US","Restaurant, Entertainment", ,Handicap Accessible
2658,Four Eleven York,Norfolk,Freemason Street Area Association,"411 W York Street  
Norfolk, VA 23510, US",Bed & Breakfast, ,Flexible Floor Plan
2659,New York Kitchen,Canandaigua,,"800 S. Main St 
Canandaigua, NY 14424, US","Restaurant, Event Space, Wedding Venue", ,Chef's Table
2660,Georgetown | Vosh,Lakewood,,"18515 Detroit Ave 
Lakewood, OH 44107, US","Event Space, Other, Unique", , 
2661,Bottled Blonde Scottsdale,Scottsdale,South Scottsdale,"7340 E. Indian Plaza 
Scottsdale, AZ 85251, US","Restaurant, Brewery, Night Club", ,Lounge
2662,Sacramento Zoo,Sacramento,Land Park,"3930 W. Land Park Dr. 
Sacramento, CA 95822, US",,Seated: 3000,A/V Equipment
2663,001 Uncle Julio's - Lemmon Ave.,Dallas,Oak Lawn,"4125 Lemmon Avenue 
Dallas, TX 75219, US",,Seated: 75, 
2664,CAMP Los Angeles,Los Angeles,,"10250 Santa Monica Boulevard 
Los Angeles, CA 90067, US","Event Space, Entertainment, Unique", , 
2665,Buca di Beppo Albany,Colonie,,"44 Wolf Road 
Colonie, NY 12205, US",Restaurant, , 
2666,Buca di Beppo Greenwood,Greenwood,,"659 U.S. 31 North 
Greenwood, IN 46142, US",Restaurant, , 
2667,Cattlemens - Dixon,Dixon,,"250 Dorset Court 
Dixon, CA 95620, US",Restaurant,Seated: 10,Full Bar
2668,Fogo de Chão San Juan,,,"Paseo Caribe - 15 Ave Munoz Rivera 
,  00901, ",Restaurant, , 
2669,Bacall's Midtown,"New York, Newark",,"220 West 44th Street 
New York, NY 10036, US","Restaurant, Event Space, Unique", , 
2670,001 Uncle Julio's - Lemmon Ave.,Dallas,Oak Lawn,"4125 Lemmon Avenue 
Dallas, TX 75219, US",,Seated: 75, 
2671,Goose Island Beer Company,Chicago,"Humboldt Park, East Garfield Park","603 N. Sacramento Blvd. 
Chicago, IL 60612, US",,Seated: 150,A/V Equipment
2672,STK Scottsdale,Scottsdale,,"7134 East Stetson Drive 
Scottsdale, AZ 85251, US",Restaurant,Seated: 200,A/V Equipment
2673,CAMP Los Angeles,Los Angeles,,"10250 Santa Monica Boulevard 
Los Angeles, CA 90067, US","Event Space, Entertainment, Unique", , 
2674,Buca di Beppo Albany,Colonie,,"44 Wolf Road 
Colonie, NY 12205, US",Restaurant, , 
2675,Buca di Beppo Greenwood,Greenwood,,"659 U.S. 31 North 
Greenwood, IN 46142, US",Restaurant, , 
2676,Cattlemens - Dixon,Dixon,,"250 Dorset Court 
Dixon, CA 95620, US",Restaurant,Seated: 10,Full Bar
2677,Fogo de Chão San Juan,,,"Paseo Caribe - 15 Ave Munoz Rivera 
,  00901, ",Restaurant, , 
2678,Fogo de Chão San Juan,,,"Paseo Caribe - 15 Ave Munoz Rivera 
,  00901, ",Restaurant, , 
2679,Transfer Co. Food Hall,Raleigh,South Central,"500 East Davie Street 
Raleigh, NC 27601, US","Event Space, Wedding Venue, Unique", , 
2680,Variety Playhouse - AEG Presents,Atlanta,"Atlanta-Inman Park, Inman Park","1099  Euclid Avenue Northeast 
Atlanta, GA 30307, US",,Seated: 700, 
2681,Press Club,San Francisco,"Financial District, Yerba Buena","20 Yerba Buena Lane 
San Francisco, CA 94103, US",, , 
2682,La Condesa,Austin,Downtown,"400 W. 2nd Street 
Austin, TX 78701, US",Restaurant,Seated: 20, 
2683,Bridge Club,Raleigh,Central,"105 W Hargett St, 
Raleigh, NC 27601, US",,Seated: 100,A/V Equipment
2684,STK - Atlanta,Atlanta,Midtown,"1075 Peachtree Street NE 
Atlanta, GA 30309, US",Restaurant,Seated: 250,A/V Equipment
2685,Bespoke at Westfield San Francisco Centre,"San Francisco, South San Francisco",Hayes Valley,"845 Market Street 
San Francisco, CA 94103, US","Event Space, Unique", , 
2686,Wolfgang Puck’s Players Locker,Las Vegas,Summerlin South,"Downtown Summerlin 
Las Vegas, NV 89135, US",Restaurant,Seated: 10, 
2687,Del Frisco's Grille Brookfield Place,"New York, Manhattan","Battery Park, Red Hook, Manhattan","250  Vesey Street 
New York, NY 10007, US",,Seated: 100,A/V Equipment
2688,Kung Fu Saloon - Dallas,Dallas,"Oak Lawn, Uptown","2911 Routh Street 
Dallas, TX 75201, US","Restaurant, Entertainment", , 
